PG.ProteinGroups,[1] yanliu_20180406_Phos_Cyc_1.raw.PG.NrOfPrecursorsUsedForQuantification,[2] yanliu_20180406_Phos_Cyc_2.raw.PG.NrOfPrecursorsUsedForQuantification,[3] yanliu_20180406_Phos_Cyc_3.raw.PG.NrOfPrecursorsUsedForQuantification,[4] yanliu_20180406_Phos_Cyc_4.raw.PG.NrOfPrecursorsUsedForQuantification,[5] yanliu_20180406_Phos_Cyc_5.raw.PG.NrOfPrecursorsUsedForQuantification,[6] yanliu_20180406_Phos_Cyc_6.raw.PG.NrOfPrecursorsUsedForQuantification,[7] yanliu_20180406_Phos_Cyc_7.raw.PG.NrOfPrecursorsUsedForQuantification,[8] yanliu_20180406_Phos_Cyc_8.raw.PG.NrOfPrecursorsUsedForQuantification,[9] yanliu_20180406_Phos_Cyc_9.raw.PG.NrOfPrecursorsUsedForQuantification,[10] yanliu_20180406_Phos_Cyc_10.raw.PG.NrOfPrecursorsUsedForQuantification,[11] yanliu_20180406_Phos_Noco_1.raw.PG.NrOfPrecursorsUsedForQuantification,[12] yanliu_20180406_Phos_Noco_2.raw.PG.NrOfPrecursorsUsedForQuantification,[13] yanliu_20180406_Phos_Noco_3.raw.PG.NrOfPrecursorsUsedForQuantification,[14] yanliu_20180406_Phos_Noco_4.raw.PG.NrOfPrecursorsUsedForQuantification,[15] yanliu_20180406_Phos_Noco_5.raw.PG.NrOfPrecursorsUsedForQuantification,[16] yanliu_20180406_Phos_Noco_6.raw.PG.NrOfPrecursorsUsedForQuantification,[17] yanliu_20180406_Phos_Noco_7.raw.PG.NrOfPrecursorsUsedForQuantification,[18] yanliu_20180406_Phos_Noco_8.raw.PG.NrOfPrecursorsUsedForQuantification,[19] yanliu_20180406_Phos_Noco_9.raw.PG.NrOfPrecursorsUsedForQuantification,[20] yanliu_20180406_Phos_Noco_10.raw.PG.NrOfPrecursorsUsedForQuantification,[1] yanliu_20180406_Phos_Cyc_1.raw.PG.Quantity,[2] yanliu_20180406_Phos_Cyc_2.raw.PG.Quantity,[3] yanliu_20180406_Phos_Cyc_3.raw.PG.Quantity,[4] yanliu_20180406_Phos_Cyc_4.raw.PG.Quantity,[5] yanliu_20180406_Phos_Cyc_5.raw.PG.Quantity,[6] yanliu_20180406_Phos_Cyc_6.raw.PG.Quantity,[7] yanliu_20180406_Phos_Cyc_7.raw.PG.Quantity,[8] yanliu_20180406_Phos_Cyc_8.raw.PG.Quantity,[9] yanliu_20180406_Phos_Cyc_9.raw.PG.Quantity,[10] yanliu_20180406_Phos_Cyc_10.raw.PG.Quantity,[11] yanliu_20180406_Phos_Noco_1.raw.PG.Quantity,[12] yanliu_20180406_Phos_Noco_2.raw.PG.Quantity,[13] yanliu_20180406_Phos_Noco_3.raw.PG.Quantity,[14] yanliu_20180406_Phos_Noco_4.raw.PG.Quantity,[15] yanliu_20180406_Phos_Noco_5.raw.PG.Quantity,[16] yanliu_20180406_Phos_Noco_6.raw.PG.Quantity,[17] yanliu_20180406_Phos_Noco_7.raw.PG.Quantity,[18] yanliu_20180406_Phos_Noco_8.raw.PG.Quantity,[19] yanliu_20180406_Phos_Noco_9.raw.PG.Quantity,[20] yanliu_20180406_Phos_Noco_10.raw.PG.Quantity
A7E2V4,2,2,2,1,1,3,3,3,2,2,2,3,3,3,3,3,3,2,3,3,142083.28125,185175.875,177910.734375,241889,284032.5625,130477.6484375,120202.59375,104375.328125,99711.0078125,145810.59375,386173.4375,250928.125,165465.28125,214542.796875,245548.9375,232419.90625,192299.8125,284438.78125,220729.71875,165076.484375
A7KAX9,1,2,3,2,3,2,3,2,1,2,2,3,3,3,2,3,3,2,3,3,107704.203125,113174.734375,101968.21875,116734.828125,103695.4921875,107748.203125,87333.3515625,86636.9375,85494.1796875,90080.8046875,115752.453125,155944.421875,112071.296875,118251.4140625,133702.8125,100042.9375,123656.9765625,88343.234375,114274.6640625,128585.53125
A7MCY6,Filtered,1,2,Filtered,1,Filtered,1,Filtered,Filtered,1,1,1,1,1,1,Filtered,Filtered,1,1,1,Filtered,247187.828125,130032.3125,Filtered,266377.34375,Filtered,174440.609375,Filtered,Filtered,197611.6875,332145.1875,260628.609375,285866.40625,303786.3125,271822.40625,Filtered,Filtered,335384.28125,269813.4375,173529.5625
A7XYQ1,Filtered,Filtered,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,19743.41015625,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
A8CG34,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,240718.953125,250465.578125,208117.09375,209338.515625,254545.71875,242107.171875,211321.640625,239253.125,162212.34375,163216.5625,1268573.25,1440186.25,1239825.625,1514439.25,930579.25,659607.3125,1157044.5,1030827.0625,789970.625,1203045.125
A8K0Z3;A8MWX3;C4AMC7;Q6VEQ5,2,2,3,1,Filtered,1,Filtered,3,1,2,2,3,3,3,3,2,1,2,3,3,30675.8359375,22743.30078125,24753.87109375,28867.744140625,Filtered,41884.58203125,Filtered,16879.29296875,8288.8193359375,18946.98046875,238893.5,188806.03125,196431.1875,224402.5625,174019.46875,245256.28125,267590.25,196743.21875,201602.375,167707.9375
A8MPP1;Q96FC9,Filtered,1,Filtered,Filtered,Filtered,Filtered,Filtered,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,159123.484375,Filtered,Filtered,Filtered,Filtered,Filtered,142462.421875,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
A8MQ14,3,1,2,3,3,2,3,3,4,3,6,6,6,6,6,6,6,6,6,6,30004.3671875,27732.611328125,39510.91796875,26378.27734375,25632.279296875,38415.796875,27707.5390625,27470.54296875,21795.783203125,28554.0234375,343625.8125,339548.90625,271456.75,329223.875,317416.5,350199,352317.40625,288593.6875,350402.375,281935.875
A8MT19;Q8IUC4,2,2,2,1,1,1,2,1,1,2,1,2,2,2,1,2,1,2,2,1,346775.96875,316442.34375,328260.25,39754.16015625,42148.1796875,48497.59765625,313366.125,41897.6015625,49336.4140625,336755,31477.75,274561.875,276162.1875,280724.3125,32725.59375,290211.4375,27412.12109375,253725.59375,245937.625,26283.783203125
A8MU93,Filtered,1,Filtered,1,1,Filtered,1,1,1,1,2,Filtered,1,1,1,2,3,2,1,2,Filtered,92063.125,Filtered,6444.021484375,84026.6484375,Filtered,71122.1171875,55129.515625,61786.1171875,73382.8984375,70483.875,Filtered,56638.17578125,52592,55997.515625,57263.7421875,72511.734375,57612.5859375,52115.1484375,48634.24609375
A8MWD9;P62308,2,1,2,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,77473.890625,81717.8984375,65612.2578125,86625.375,65351.39453125,58366.359375,100516.71875,91026.6484375,324723.40625,99100.046875,77909.421875,76917.1484375,101076.640625,67878.5546875,115381.2578125,103175.53125,70642.203125,92860.46875,70727.09375,108325.3125
A8MYA2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,655353.3125,807010.3125,614111.625,601314.8125,819901.5,670120.75,615161.5,290052.34375,526544,691729.4375,482101.25,521807.125,484525.5625,485100.1875,432403.34375,329097.6875,461682.375,468541.125,573037.875,431792.96875
B2RTY4,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,127387.3125,81355.28125,204403.40625,102316.4765625,163122.859375,228583.84375,202133.5,89538.5703125,118573.6015625,201058.453125,248476.25,277453.6875,188722.53125,200428.390625,190742.578125,177081.234375,170552.84375,181790.28125,190511.9375,194919.8125
B3KU38;P0DPB3,3,4,2,2,3,2,4,3,2,3,3,3,3,3,3,3,3,3,2,2,193361.390625,147332.421875,348096.78125,402753.625,199746.3125,416647.65625,137684.28125,209671.796875,288783.84375,220886.421875,299479.125,252347.5625,187176.4375,226569.09375,290159,266662.625,237893.140625,230496.96875,438938.28125,346665.90625
C9J798;O43374,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,466641.59375,585822.875,602691.1875,478818.9375,705746.375,583154.9375,587580.3125,501397.21875,322183.6875,456361.4375,266790.8125,346004.9375,337810.59375,416048.15625,340720.875,361242.96875,304074.21875,277382.15625,350062.0625,262354.3125
C9JLW8,2,2,2,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,6230440,6055569,5877343,3295040.5,2395224.5,3356778.5,2352434.5,2598749,2296623.25,3994461.5,1122523.75,1521317.25,1511861.75,1628474.375,2034805,1939481.625,1095343.625,1784974.25,1411484.25,1315281.375
C9JQL5;Q01628,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1,1,1,1,1,1,Filtered,1,1,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,467602.1875,483632.125,550635.1875,679017,722748.6875,543977.125,Filtered,508099.78125,494979.6875,516409.71875
E9PAV3,3,3,4,3,3,4,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3216187.5,4788251.5,3462053,3884793.75,3438505.75,4582057,2992286.25,3783047.25,3940817.25,3290266.25,3321448.25,2601407.25,2131075.5,2762636.5,2497937.25,3727349.5,3317874,2127124,2288041.75,2688935
E9PRG8,Filtered,1,Filtered,1,Filtered,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,Filtered,32962.1015625,Filtered,32172.109375,Filtered,20337.279296875,29769.525390625,30106.55078125,59301.66015625,28809.525390625,68069.6328125,59870.23828125,78927.5,83198.6875,82448.828125,81105.296875,89732.515625,92169.3515625,97322.2734375,93330.9921875
L0R819,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,2,1,1,1,2,2,2,1,1,2,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,200560.75,167436.09375,158729.3125,225338.203125,231723.0625,179536.8125,212320.0625,310261.125,167345.921875,171805.0625
O00116,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,339090.4375,402727.125,234008.203125,208699.125,312035.1875,263683.78125,292112.5,323832.25,236913.484375,215167.71875,221430.6875,363800.46875,271233.84375,342880.71875,275692.25,254673.90625,349745.25,324447.1875,323004.78125,260741.75
O00124,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1,1,1,1,1,1,1,1,1,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,236394.21875,223019.140625,210069.109375,239800.625,235294.828125,244273.203125,232851.890625,204235.828125,193921.46875,185203.28125
O00139,1,Filtered,2,1,Filtered,1,1,1,Filtered,Filtered,1,Filtered,1,1,1,1,1,1,Filtered,1,292460.65625,Filtered,326530.71875,540476.875,Filtered,153007.578125,465011.09375,107005.6875,Filtered,Filtered,369381.0625,Filtered,269717.03125,290844.03125,481520,433230.96875,361056.625,403827.90625,Filtered,286873.125
O00148,3,3,3,2,3,3,4,4,4,4,2,3,2,3,2,3,2,3,2,3,29900.42578125,27363.49609375,19099.939453125,49556.375,31714.302734375,23505.125,33844.96484375,26264.544921875,58832.15625,29890.3359375,1636650.5,651006.625,1071739.875,704760.5,1468724.875,821532.3125,1587837,730721.5,1312268.75,621495.5
O00151,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,231670.046875,367204.25,245875.90625,214645.1875,302820.34375,330173.125,197463.234375,271203.21875,219865.453125,240705.453125,206164.828125,289355.09375,186024.8125,198744.546875,190806.15625,178142.53125,166714.078125,210403.21875,228684.046875,231721.46875
O00154,Filtered,1,Filtered,1,Filtered,Filtered,1,1,2,1,1,1,1,1,Filtered,Filtered,1,1,Filtered,1,Filtered,67487.546875,Filtered,6327.3544921875,Filtered,Filtered,23044.037109375,20528.66796875,135545.28125,19978.45703125,13604.7451171875,12067.1865234375,19227.529296875,8560.8837890625,Filtered,Filtered,8445.103515625,11969.97265625,Filtered,17910.927734375
O00159,4,4,4,3,4,4,5,4,4,4,4,5,4,4,5,5,5,5,5,3,770333.4375,979525.75,1028312.875,717286.6875,952577.125,1075957.25,810903.3125,900931.875,656049.625,877094.375,3577936.25,2614639.5,3016331.5,4039615.25,3881337.5,3827947.75,3457814.5,3392912.5,3399240.75,2837120
O00161,3,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,126103.46875,181642.578125,248791.265625,168373.125,218197.9375,150567.421875,143582.609375,122754.453125,109312.234375,141642.09375,142087.90625,173034.84375,131247.640625,103132.875,177371.78125,195852.390625,167192.296875,175498.8125,185558.75,163424.328125
O00170,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,Filtered,1,1,1,89211.7421875,53512.0234375,141470.453125,187312.375,84677.1328125,100409.09375,50220.8984375,30057.15234375,84787.328125,52914.328125,89294.6328125,79868.7421875,15274.986328125,90729.609375,85457.578125,78568.578125,Filtered,78187.1953125,77624.9296875,109134.5625
O00178,4,4,3,2,2,3,2,3,2,3,4,4,4,4,4,4,4,4,4,4,468924.5625,458049.1875,1106176.125,204959.84375,601642.625,1218657.625,860020.125,1375179,437704.9375,1080090.375,1037264,331870.90625,958867.9375,349044.0625,1192202,1120329.875,987228.5,776860.9375,912567,516392.9375
O00180,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,219966.65625,221556.84375,242285.8125,222221.609375,297035.46875,310312.0625,267593.78125,272786.65625,161102.0625,227699.234375,348153.90625,173284.71875,142498.96875,182102.75,151553.421875,186766.515625,195021.125,160863.375,170026.671875,138062.53125
O00186,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,104820.09375,142408.46875,144531.515625,87212.0859375,172605.078125,160130.234375,143149.578125,120888.3828125,78022.2265625,128233.140625,66310.6640625,81285.625,72784.828125,73878.0703125,80675.046875,84874.9140625,103852.8046875,88700.3828125,75980.609375,79129.78125
O00192,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,220725.125,273189.75,253409.1875,606627.1875,205539.5,242798.078125,220821.9375,177752.375,172641.65625,182046,425238.625,123325,409966.6875,118280.03125,101603.8671875,506303,112583.796875,109214.0234375,108310.578125,396438.125
O00193,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,11857816,13773414,13279826,8889683,12321430,16095633,11314293,12484783,9999890,14578835,10827629,10892703,9959048,9873273,12871324,11717703,9552681,11087781,7137312.5,9547871
O00203,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,5,4,4,622783.3125,892445.5,744167.9375,908783.4375,780265.875,847809.8125,727427.1875,752963.0625,601411,706563.1875,616003.875,693810.5,541151.1875,642795.9375,679079.5,598917.0625,509818.875,513199.8125,532698.3125,394169.09375
O00213,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,62936.70703125,93965.609375,42934.07421875,37918.11328125,72678.8671875,50753.41015625,69208.0546875,67847.5078125,52166.5703125,47464.38671875,124309.2109375,191289.765625,92330.5703125,108043.8828125,197772.4375,106277.5390625,161498.65625,103301.78125,170989.921875,117429.078125
O00221,Filtered,1,1,2,1,1,1,Filtered,1,Filtered,1,1,2,2,1,1,1,2,1,2,Filtered,316015.8125,423267.375,413575.4375,419702.8125,426318.46875,389750.9375,Filtered,300606.375,Filtered,1025151,846021.1875,475151.78125,472173.71875,1124126.875,1143923.75,1217447.25,567613.9375,817694.5625,498169.09375
O00231,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,52048.11328125,315041.59375,58713.234375,55986.7734375,282697.125,294820.09375,57622.5859375,49806.1171875,270695.75,52805.65625,153881.890625,53936.45703125,53514.53125,45320.65625,216966.609375,212840.375,46537.875,55800.828125,54133.22265625,59005.375
O00232,4,3,4,4,3,3,4,3,4,3,3,3,4,4,4,4,3,4,4,4,302067.9375,408873.5,328921.3125,377257.25,267959.40625,165111.1875,302085.125,340933.46875,315495.5,321492.5625,110557.3046875,282789.8125,99758.3203125,209856.40625,218263.53125,231693.34375,199284.921875,178589.21875,229662.25,155562.703125
O00244,2,2,2,2,2,2,3,3,3,2,2,2,2,1,1,2,2,2,1,1,96622.78125,42456.90625,210930.296875,133958.84375,68259.109375,83607.8125,64836.44140625,43999.40234375,80241.1328125,79352.921875,102095.9453125,51039.45703125,42579.234375,134286.59375,147342.859375,51046.90234375,53034.69921875,81734.703125,72826.5546875,131744.875
O00255,2,2,1,2,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,195623.046875,147594.234375,107159.609375,219825.359375,170638.765625,99638.578125,171078.421875,179345.359375,200801.96875,100040.1640625,602640,509512.75,469364,534546.0625,507152.875,484221.6875,535968.8125,398064,492581.4375,436559.15625
O00257,3,4,4,2,2,2,3,4,4,3,4,3,2,3,3,3,4,3,3,2,214205.109375,175980.359375,150336.28125,253266.0625,220025.28125,214367.515625,121198.6953125,164210.796875,121775.2421875,195519.0625,109167.265625,152256.0625,174982.5625,94445.1953125,155157.828125,172946.5625,114513.375,144120.546875,179840.53125,74498.40625
O00264,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,52493064,51261012,45034628,52604868,53224212,60701528,45831664,50492564,38955900,50076688,37388976,37685856,31039840,36419808,38381380,39382052,32799506,31750896,35690364,25088134
O00267,5,5,5,4,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,661107.8125,657610.3125,602302.3125,654062.0625,592856.375,637444.9375,614352,573271.1875,539026.6875,572428.5625,1209218.75,1081368.375,992339.125,919348.875,1140207.125,901037.5,1003950.1875,991768,1002948.75,1038945.0625
O00291,2,1,1,Filtered,1,Filtered,1,1,Filtered,1,2,1,2,2,Filtered,Filtered,3,Filtered,2,1,84944.40625,110016.6640625,96294.2734375,Filtered,171756.140625,Filtered,92583.7109375,146672.1875,Filtered,315199.125,37954.78125,108161.578125,189073.09375,205812.265625,Filtered,Filtered,118476.4609375,Filtered,158904.0625,28657.919921875
O00299,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,2408223,4129843.25,4567280.5,2333964.5,5030554,5600527.5,4624143,4831611,2668243.25,4161733.25,138166.6875,3745370.25,2425909.25,3512668.5,3621249.5,3891331,4349808,3788081.5,3847989.75,3375159.25
O00303,3,1,3,2,1,2,3,3,3,3,3,3,3,3,2,1,2,3,2,3,4622619,17559330,4300393.5,6945472,13559284,7890931,4531845.5,4588346.5,3842329.5,4566581.5,6180163,6890470,6444725.5,7412067.5,12258701,21469246,8577495,6622788,8484273,5623206.5
O00308,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,605495.5,669846.875,559003.625,575768.75,761005.5625,597415.4375,920420.6875,688366.0625,394259.46875,558335.0625,1330244,1802126.125,999809.75,1673649.375,1161486.625,1114924.375,996670.625,967435.375,1515086.625,1010269.375
O00311,3,2,2,2,1,1,2,3,1,1,4,4,4,3,4,4,4,4,4,4,83876.359375,64576.6328125,80628.890625,100043.640625,56716.08984375,54357.546875,96661.2578125,94004.8671875,37640.26953125,45421.2890625,414992.78125,364864.59375,355792.25,355350.4375,415832.59375,434122.3125,420902.15625,370916.5,418359.6875,340871.40625
O00327,1,1,2,1,1,1,Filtered,Filtered,1,1,1,1,Filtered,1,1,1,2,1,2,2,108388.1015625,106824.7734375,86207.9375,179966.1875,151634.109375,226597.359375,Filtered,Filtered,102035.1953125,152428.921875,50531.08203125,35275.2734375,Filtered,90938.03125,134640.015625,81652.2578125,52820.78125,112344.203125,37841.2734375,50521.86328125
O00399,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25274.40234375,35957.09375,19925.669921875,13110.8017578125,29702.88671875,35247.9453125,13349.55859375,18644.9140625,20598.951171875,17977.662109375,33121.640625,21970.693359375,17916.990234375,25077.216796875,18340.162109375,10132.416015625,22234.865234375,19860.828125,21862.86328125,26633.3515625
O00400,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1,1,1,1,1,1,1,1,1,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,140531.515625,146999.15625,128567.2890625,158821.40625,139680.28125,136733.609375,139298.296875,123474.890625,155407.59375,121764.234375
O00401,2,1,1,Filtered,1,1,Filtered,Filtered,1,1,Filtered,1,Filtered,Filtered,1,1,1,1,1,Filtered,39420.75,35032.54296875,16602.263671875,Filtered,39114.2578125,18147.140625,Filtered,Filtered,10328.9931640625,14504.1474609375,Filtered,43581.72265625,Filtered,Filtered,61688.6328125,46713.640625,32159.990234375,49137.4609375,49916.15234375,Filtered
O00408,Filtered,Filtered,1,Filtered,Filtered,1,Filtered,Filtered,Filtered,1,Filtered,Filtered,Filtered,1,Filtered,Filtered,1,Filtered,1,Filtered,Filtered,Filtered,403359,Filtered,Filtered,349071.65625,Filtered,Filtered,Filtered,338886.25,Filtered,Filtered,Filtered,311493.8125,Filtered,Filtered,483501.84375,Filtered,417684.9375,Filtered
O00409,Filtered,Filtered,1,1,Filtered,1,1,1,2,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,56617.5078125,517613.71875,Filtered,542636.375,298924.28125,323373.84375,197086.25,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
O00410,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2717538,5005109.5,3698682.25,2771151.75,5145365.5,4564777,3802878.5,3634725.5,2336088,3438474.25,3414018,4296125,2817006.25,3825623.5,3504585.25,3116678,2982254.5,3046256,3849482.75,3144913.5
O00411,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,337723.1875,284068.90625,361261.25,349355.625,405880.65625,445201.59375,297702.3125,328157.5,286574.40625,232722,211780.328125,209016.390625,148139.515625,188862.3125,187996.234375,216101.078125,266822.15625,267001.5,199091.03125,305475.96875
O00418,2,3,2,2,3,1,2,2,2,2,4,2,3,4,4,3,3,3,3,3,418313.15625,357877.25,409430.5625,464148.1875,318307.03125,917139.5,433268,433760.71875,364400,444676.8125,391002.8125,727154.875,457384.46875,533903.9375,574366.8125,792220.8125,467374.25,474228.84375,571107.9375,659407
O00422,2,2,1,1,2,1,2,2,2,2,Filtered,1,1,Filtered,Filtered,Filtered,Filtered,1,1,1,58477.578125,33886.2890625,33247.16796875,12177.12109375,24529.75,20786.1015625,19047.30078125,27039.51171875,51249.421875,21308.57421875,Filtered,8801.6318359375,34582.84375,Filtered,Filtered,Filtered,Filtered,11791.5029296875,32835,32820.87890625
O00429,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2627738,3275771.25,3110334.25,2826131.75,3203988.25,3153080.25,3224840.25,2956424,2094331.125,2805554.5,5884431,5094289.5,4933409,5642112.5,6274965,6546621.5,6101760,5868567,5611636.5,5054268
O00443,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,423974.3125,663789.25,613376.5,434923.9375,416322.59375,590238.6875,519738.875,416031.4375,366398.71875,425239.15625,430618.03125,729225.125,697018.3125,722227.6875,704897.4375,577222.8125,563042.375,663300.3125,666456.875,561766.875
O00459,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,104861.6875
O00461,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,844962.75,1144509.25,1033682.625,1075127.75,1146467,1238377.5,1373873.25,1117256.875,767046.9375,972985.75,534867.25,655492.75,445459.28125,765139,581835.5,698221.6875,542545.625,562524.8125,575488.0625,517591.84375
O00468,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,752880.1875,476454.5,430144.8125,415651.09375,563375.0625,559791.25,475093.65625,516629.65625,350185.21875,462390.375,210629.578125,286463.375,207034.75,264130.5625,223096.015625,254053.03125,243184.765625,264829.625,250934.078125,218440.71875
O00469,3,4,3,3,4,4,4,3,4,3,2,4,4,3,2,3,3,2,3,3,329068.8125,466745.875,314665.125,231675.25,458445.4375,716828.125,367597.46875,334641.40625,457391.625,328481.375,319472.28125,458916.59375,312846.125,242057,305245.125,635046.5,260563.359375,282230.28125,218821.109375,270431.3125
O00470,1,2,2,1,1,1,2,1,1,1,Filtered,2,2,1,2,1,Filtered,2,2,2,82779.2734375,110040.6484375,84971.4375,93996.625,97313.84375,111828.2265625,156281.15625,119625.265625,67772.9765625,86922.6328125,Filtered,89801.390625,57026.3671875,57889.8828125,65435.3515625,40674.58984375,Filtered,20685.46484375,79116.109375,57585.109375
O00471,1,Filtered,1,1,1,1,1,Filtered,1,1,3,2,2,2,3,2,2,3,2,3,17875.544921875,Filtered,36902.27734375,53323.04296875,16263.9853515625,17837.03515625,15776.4892578125,Filtered,25530.421875,15826.109375,51175.1953125,87687.9609375,79091.1015625,86764.03125,55312.5,93510.140625,95724.65625,44889.1328125,76984.8671875,48870.79296875
O00472,1,1,Filtered,1,1,Filtered,1,1,Filtered,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1,10888.54296875,12394.0673828125,Filtered,6810.8974609375,12712.8154296875,Filtered,13215.5087890625,8125.322265625,Filtered,8407.2607421875,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,4431.83447265625
O00479,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1,1,1,1,1,1,1,1,1,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,183160.515625,107655.453125,105483.2421875,111335.9140625,145159.78125,170478.078125,172242.953125,151166.171875,136160.90625,163102.765625
O00483,3,2,2,3,1,1,3,3,3,3,2,3,3,3,1,1,2,3,1,3,252999.109375,539421.125,533480.3125,186490.6875,958381.5,918938,301203.0625,331186.5625,303854.9375,271668.9375,399063.8125,334475.0625,176932.3125,232070.34375,212136.046875,227558.75,150851.40625,209398.359375,497366.25,184813.484375
O00487,1,Filtered,1,1,Filtered,1,1,1,1,1,2,1,1,1,Filtered,Filtered,1,1,2,1,23891.36328125,Filtered,15908.1328125,24545.236328125,Filtered,5112.69677734375,58377.86328125,76243.4921875,246739.234375,70647.046875,115096.84375,23666.826171875,51792.6015625,25857.185546875,Filtered,Filtered,19750.849609375,45392.5625,197704.859375,38619.9765625
O00488,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,444983.3125,Filtered
O00499,5,4,5,4,5,6,6,5,6,4,5,4,4,4,5,5,4,5,4,4,2962188.75,3721928.5,3092269.25,3521260.75,3153286,680319.9375,745461.9375,3300898,463833.5,3154970.5,222241.171875,371255.96875,808278.6875,291609.40625,930418.625,301547.875,399513.25,433134.0625,337930.78125,452227.6875
